trans_id,lang,translation
השקד/התבור,EN,Hashaked/Hatavor
השקד/יקינטון,EN,HaShaked/Yakinton
השקד/כביש 553,EN,HaShaked/Road 553
השקד/כוכבית,EN,HaShaked/Kokhavit
השקד/ערער,EN,HaShaked/Ar'ar
השקד/שדרות זלמן שז"ר,EN,HaShaked/Zalman Shazar Boulevard
השקדים/המרגניות,EN,HaShkedim/HaMarganiyot
השקדים/ציפורנים,EN,HaShkedim/HaTsipornim
השקמה / הארזים,EN,HaShikma/Ha'Arazim
השקמה / הזית,EN,HaShikma/HaZayit
השקמה/דרך השבעה,EN,HaShikma/Derech HaShiv’a
השקמה/האורן,EN,HaShikma/HaOren
השקמה/הדרום,EN,HaShikma/HaDarom
השקמה/הזית,EN,HaShikma/HaZayit
השקמה/הכיסופים,EN,HaShikma/Hakisufim
השקמים/משה שרת,EN,HaShikmim/Moshe Sharett
השר חיים שפירא/הרב שלום ג'רופי,EN,Minister Haim Shapira/HaRav Shalom Jerufi
השר חיים שפירא/יוסף ספיר,EN,Minister Haim Shapira/Yosef Sapir
השר ישראל בר יהודה/נורדאו,EN,Minister Israel Bar Yehuda/Nordau
השרברב/האדריכל,EN,HaShravrav/HaAdrikhal
השרברב/הנחתום,EN,HaShravrav/HaNakhtom
השרון/אביבית,EN,HaSharon/Avivit
השרון/הדודאים,EN,HaSharon/HaDuda'im
השרון/הנוטע,EN,Hasharon/HaNoteah
השרון/הפרגים,EN,HaSharon/HaPragim
השרון/השפלה,EN,HaSharon/HaShfela
השרון/ירדן,EN,HaSharon/Yarden
השרון/שדמה,EN,HaSharon/Shedema
השריון/אוסקר שינדלר,EN,HaShiryon/Oskar Schindler
השריון/הצנחנים,EN,HaShiryon/HaTsanhanim
השריון/משה לוי,EN,HaShiryon/Moshe Levi
השריון/שדרות המעפילים,EN,HaShiryon/HaMa’apilim Blvd.
השרף/לבונה,EN,HaSaraf/Levona
השרף/סוקולוב,EN,HaSaraf/Sokolov
התאומים,EN,HaTe'omim
התאנה,EN,HaTe'ena
התאנה/424,EN,HaTe'ena/424
התאנה/אברהם למדן,EN,HaTe’ena/Avraham Lamdan
התאנה/דרך החיטה,EN,HaTe'ena/HaHita Road
התאנה/דרך הים,EN,HaTe'ena/HaYam Road
התאנה/האביב,EN,HaTe'ena/Ha'Aviv
התאנה/האירוס,EN,HaTe'ena/Ha'Irus
התאנה/האלון,EN,HaTe'ena/Ha'Alon
התאנה/הברושים,EN,HaTe'ena/HaBroshim
התאנה/הגפן,EN,HaTe'ena/HaGefen
התאנה/הזית,EN,HaTe’ena/HaZayit
התאנה/הזמורה,EN,Hate'ena/HaZmora
התאנה/החיטה,EN,HaTe'ena/HaHita
התאנה/היסמין,EN,HaTe'ena/HaYasmin
התאנה/הכרמל,EN,HaTe'ena/Hacarmel
התאנה/העמק,EN,HaTe'ena/Ha'Emek
התאנה/הרימון,EN,HaTe'ena/HaRimon
התאנה/התמר,EN,HaTe'ena/HaTamar
התאנה/כביש 705,EN,HaTe'ena/Road 705
התאנה/סמטת התפוז,EN,HaTe'ena/HaTapuz Lane
התאנה/שדרות הזיתים,EN,HaTe'ena/HaZetim Boulevard
התאנה/שדרות ז'בוטינסקי,EN,HaTe'ena/Jabotinsky Boulevard
התאנים/הר חורשן,EN,HaTe'enim/Har Horshan
התאנים/השושנים,EN,HaTe'enim/HaShoshanim
התאנים/נחל פולג,EN,HaTe'enim/Nahal Poleg
התאנים/רבי ציון חדד,EN,HaTe'enim/Rabbi Tsiyon Hadad
התבונה/חלקיקי האור,EN,HaTvuna/Helkike HaOr
התבור,EN,HaTavor
התבור/ארבל,EN,HaTavor/Arbel
התבור/בת הרים,EN,HaTavor/Bat Harim
התבור/דרגות,EN,HaTavor/Dragot
התבור/הבשן,EN,HaTavor/HaBashan
התבור/הגלבוע,EN,HaTavor/HaGilboa
התבור/החרמון,EN,HaTavor/HaHermon
התבור/הר טוב,EN,HaTavor/Har Touv
התבור/טיילת מירון,EN,HaTavor/Meron Broadwalk
התבור/יודפת,EN,HaTavor/Yodfat
התבור/כרמל,EN,HaTavor/Karmel
התבור/סיני,EN,HaTavor/Sinai
התבור/עמק השלום,EN,HaTavor/Emek HaShalom
התבור/שער הגיא,EN,HaTavor/Sha'ar HaGay
התדהר/דפנה,EN,HaTidhar/Dafna
התדהר/התעשיה,EN,HaTidhar/HaTa'asiya
התדהר/התעשייה,EN,HaTidhar/HaTa'asiya
התדהר/קרית חינוך,EN,HaTidhar/Education Center
התדהר/שדרות הבנים,EN,Tid'har/HaBanim
התדהר/שדרות שאול עמור,EN,Tid'har/Sh.Amor
התוכנה,EN,HaTokhna
התומר/הרב הרצוג,EN,HaTomer/HaRav Herzog
התורמוס,EN,HaTurmus
התורן,EN,HaToren
התזמורת/האורגן,EN,HaTizmoret/HaOrgan
התזמורת/הגיתית,EN,HaTizmoret/HaGitit
התזמורת/החצוצרה,EN,HaTizmoret/Hahatsotsra
התזמורת/הכינור,EN,HaTizmoret/HaKinor
התזמורת/המפוחית,EN,HaTizmoret/HaMapuchit
התזמורת/העוגב,EN,HaTizmoret/Ha'Ugav
התזמורת/הפסנתר,EN,HaTizmoret/HaPsanter
התזמורת/הקלרנית,EN,HaTizmoret/HaKlarnit
התזמורת/הרב עובדיה יוסף,EN,HaTizmoret/HaRav Ovadia Yosef
התזמורת/התוף,EN,HaTizmoret/HaTof
התחיה/אפרים,EN,HaTehiya/Efrayim
התחייה/אסף הרופא,EN,HaTehiya/Assaf HaRofeh
התחייה/אפרים,EN,HaTehiya/Efrayim
התחייה/הכרם,EN,HaTehiya/HaKerem
התחייה/המסגר,EN,HaTehiya/HaMasger
התחייה/התקומה,EN,HaTehiya/HaTkuma
התחייה/עזרא,EN,HaTehiya/Ezra
התחייה/קיבוץ גלויות,EN,HaTehiya/Kibbutz Galuyot
התחנה המרכזית,EN,Central Station
התחנה לבריאות המשפחה,EN,Familly Medical Center
התיכון/אשר,EN,HaTikhon/Asher
התיכון/הברכה,EN,HaTikhon/HaBracha
התיכון/טרומפלדור,EN,HaTikhon/Trumpeldor
התיכון/ציון,EN,HaTikhon/Zion
התימורים/האביב,EN,HaTimorim/Ha'Aviv
התימורים/הראשונים,EN,HaTimorim/HaRishonim
התימורים/קדש,EN,HaTimorim/Kadesh
התירוש גבעת עדה/סמדר גבעת עדה,EN,HaTirosh Giv'at Ada/Smadar Giv'at Ada
התירוש/הגת,EN,HaTirosh/HaGat
התירוש/הכרם,EN,HaTirosh/HaKerem
התירוש/הכרמים,EN,HaTirosh/HaKramim
התירוש/הנגב,EN,HaTirosh/HaNegev
התירוש/מגרש ספורט,EN,HaTirosh/Sports Field
התירוש/פרי מגדים,EN,HaTirosh/Pri Megadim
התישבי,EN,HaTishbi
התישבי/טשרניחובסקי,EN,HaTishbi/Tchernichovsky
התל,EN,HaTel
התל/דרך עכו,EN,HaTel/Akko Road
התל/התמר,EN,HaTel/HaTamar
התל/חוגלה,EN,HaTel/Hogla
התל/חיים,EN,HaTel/Haim
התלמוד/הזוהר,EN,HaTalmud/HaZohar
התלמוד/שבזי,EN,HaTalmud/Shabazi
התמדה/תנופה,EN,Hatmada/Tnufa
התמר,EN,HaTamar
התמר / הגיבורים,EN,HaTamar/HaGiborim
התמר / הפעמונית,EN,HaTamar/HaPa'amonit
התמר יציאה,EN,HaTamar Exit
התמר/אגמון,EN,HaTamar/Agmon
התמר/האלון,EN,HaTamar/Ha'Alon
התמר/הגפן,EN,HaTamar/HaGefen
התמר/הזית,EN,HaTamar/HaZayit
התמר/החרוב,EN,HaTamar/HaHaruv
התמר/הכרמים,EN,HaTamar/HaKramim
התמר/המייסדים,EN,HaTamar/HaMeyasdim
התמר/הסחלב,EN,HaTamar/HaSahlav
התמר/הקטלב,EN,HaTamar/Ktalav
התמר/הרימון,EN,HaTamar/HaRimon
התמר/השושנים,EN,HaTamar/HaShoshanim
התמר/השיטה,EN,HaTamar/HaShita
התמר/השעורה,EN,HaTamar/HaSe'ora
התמר/התאנה,EN,HaTamar/HaTe'ena
התמר/מבוא התאנה,EN,HaTamar/Mevo HaTe'ena
התמר/מורד הדקל,EN,HaTamar/Morad HaDekel
התמר/סמטת כלנית,EN,HaTamar/Kalanit Lane
התמר/סמטת סייפן,EN,HaTamar/Seyfan Lane
התמר/שבעת המינים,EN,HaTamar/Shivat HaMinim
התמר/שד. העומר,EN,HaTamar/HaOmer Blvd
התן/הלביא,EN,HaTan/HaLavi
התן/השופר,EN,HaTan/HaShofar
התן/חי בר,EN,HaTan/Hay Bar
התנאים/האמוראים,EN,HaTana'im/Ha'Amora'im
התנופה/דרך בית לחם,EN,HaTnufa/Bethlehem Road
התע"ש/גלגלי הפלדה,EN,HaTa'as/Galgale HaPlada
התע"ש/הסדנה,EN,HaTa'as/HaSadna
התע"ש/יד חרוצים,EN,HaTa'as/Yad Harutsim
התע"ש/יוחנן הסנדלר,EN,HaTa'as/Yohanan HaSandlar
התעסוקה/היהלומים,EN,HaTa'asuka/HaYahalomim
התעש/יוחנן הסנדלר,EN,HaTa'as/Yohanan HaSandlar
התעשיה/החרט,EN,HaTa'asiya/HaHarat
התעשיה/הסדנא,EN,HaTa'asiya/HaSadna
התעשיה/זרחין,EN,HaTa'asiyah/Zarhin
התעשייה,EN,HaTa'asiya
התעשייה/בלטימור,EN,HaTa'asiya/Baltimore
התעשייה/דרך הגז,EN,HaTa'asiya/HaGaz Road
התעשייה/ההגנה,EN,HaTa'asiya/HaHagana
התעשייה/ההכשרה,EN,HaTa’asiya/HaHakhshara
התעשייה/החרט,EN,HaTa'asiya/Haharat
התעשייה/החשמל,EN,HaTa'asiya/HaHashmal
התעשייה/היצירה,EN,HaTa’asiya/HaYetzira
התעשייה/המלאכה,EN,HaTa’asiya/HaMelacha
התעשייה/הנרייטה סאלד,EN,HaTa'asiya/Henrietta Szold
התעשייה/העמל,EN,HaTa'asiya/Ha'Amal
התעשייה/זרחין,EN,HaTa'asiya/Zarhin
התעשייה/מכונה,EN,HaTa'asiya/Mekhona
התעשייה/מפעלי פלדה,EN,HaTa'asiya/Mif'ale Plada
התעשייה/סדן,EN,HaTa'asiya/Sadan
התעשייה/פלדה,EN,HaTa'asiya/Plada
התעשייה/רננים,EN,HaTa'asiya/Renanim
התעשייה/שיש,EN,HaTa'asiya/Shayish
התפוז/הדקל,EN,Hatapuz/HaDekel
התפוצות /אלנקווה,EN,HaTfutsot/Alnaqua
התפוצות/בן גוריון,EN,HaTfutsot/Ben Gurion
התפוצות/גולדה מאיר,EN,HaTfutsot/Golda Meir
התפוצות/חווה חקלאית,EN,HaTfutsot/Agricultural Farm
התפוצות/יצחק שדה,EN,HaTfutsot/Yits'hak Sade
התפוצות/קוממיות,EN,HaTfutsot/Komemiyut
התקווה/אסירי ציון,EN,HaTikva/Assire Zion
התקווה/גאולה,EN,HaTikva/Ge'ula
התקווה/פנקס,EN,HaTikva/Pinkas
התקווה/שדרות עובד בן עמי,EN,HaTikva/Oved Ben Ami Boulevard
התקומה/ההסתדרות,EN,HaTkuma/HaHistadrut
התקומה/היקינטון,EN,HaTekuma/HaYakinton
התקומה/המורן,EN,HaTekuma/HaMoran
התקומה/ישראל גלילי,EN,HaTkuma/Israel Galili
התקומה/משה דיין,EN,Hatkumah/Moshe Dayan
התקומה/שומרה,EN,HaTkuma/Shomera
התרופה/אריה רגב,EN,HaTrufa/Arye Regev
התרופה/יד חרוצים,EN,HaTrufa/Yad Harutsim
התשבי/איריס,EN,HaTishbi/Iris
התשבי/בית אל,EN,HaTishbi/Bet El
התשבי/ברנדייס,EN,HaTishbi/Brandeis
התשבי/חורשה,EN,HaTishbi/Horsha
התשבי/סוכות,EN,HaTishbi/Succot
התשבי/שדרות הנשיא,EN,HaTishbi/HaNassi Blvd
התשבי/שומרון,EN,HaTishbi/Shomron
ואד אל אסד,EN,Wad Al-Asad
ואדי אבו עמראן/חטין,EN,Wadi Abu Amran/Hitin
ואדי אל גוז,EN,Wadi al Joz
ואדי אל ג'וז,EN,Wadi Al Joz
ואדי אל ג'וז/אלמוקדסי,EN,Wadi Al Joz/Al-Muqadasi
ואדי אל ג'וז/עתמאן בן עפאן,EN,Wadi Al Joz/Uthman Ibn Affan
ואדי אל חאג'/2004,EN,Wadi Al Hajaj/2004
ואדי אל ח'רובי,EN,Wadi Al-Kharubi
ואדי אל עין,EN,Wadi al Ein
ואדי אל פש,EN,Wadi Al Pesh
ואדי אל קצב,EN,Wadi al-Qasab
ואדי אל-חאג'/ח'לת א-דיר,EN,Wadi al-Haj/Khallet a-Deir
ואדי אלסקיע,EN,Wadi AlSakiya
ואדי אלסקיע/אלדמידה,EN,Wadi Al-Saqi/Al-Dmeida
ואדי אלסקיע/גברת אלנכל,EN,Wadi Al-Saqi/Ghabrat Al-Jabal
ואדי אלסקיע/מחמוד דרוויש,EN,AlSakiya/Darwish
ואדי אלעין/אלפראת,EN,Wadi Alein/Alprat
ואדי אלעין/דגלה,EN,Wadi Alein/Dagla
ואדי אלעין/זמזם,EN,Wadi Alein/Zamzam
ואדי אלפאש,EN,Wadi Al Pash
ואדי אלקסב ח'ור סקר,EN,Wadi khabb
ואדי אנסור,EN,Wadi E-Nasur
ואדי אעבלין,EN,Wadi Ablin
ואדי זייד,EN,Wadi Zeid
ואדי זייד 1,EN,Wadi Zayid 1
ואדי זייד 2,EN,Wadi Zayid 2
ואדי זייד 3,EN,Wadi Zayid 3
ואדי זייד 4,EN,Wadi Zayid 4
ואדי חילוא דרום,EN,Wadi Hilwe South
ואדי חמאם,EN,Wadi Hamam
ואדי נסור,EN,Wadi e-Nasur
ואדי סאליב,EN,Wadi Salib
ואדי עיון/רחוב 723,EN,Wadi Uyun/723 Street
ואדי-אל-ועד,EN,Wadi Al-Waa'd
ואדי-אל-עראיס,EN,Wadi Al-A'rayis
ואן גוך/ל. בטהובן,EN,Van Gogh/L. Bethoven
וואדי אלחרובה/אלהודא,EN,Wadi Alkharuba/Al-Huda
וואדי אלחרובה/אלסינדיאן,EN,Wadi Alkharuba/A-Sindian
וואדי אלחרובה/מייסרה,EN,Wadi Alkharuba/Maisara
וואדי אלפאש 1,EN,Wadi al-Fash 1
וואדי אלפאש 2,EN,Wadi al-Fash 2
וואדי דישון,EN,Wadi - Dishon
וואדי דם 5,EN,Wadi Dam 5
וואדי דם 6,EN,Wadi Dam 6
וואדי קדום 3,EN,Wadi Kdum 3
וואדי קדום 4,EN,Wadi Kdum 4
וואדי קדום 5,EN,Wadi Kdum 5
וואדי קדום 6,EN,Wadi Kdum 6
וואדי קדום 9,EN,Wadi Kdum 9
וואיי סנטר,EN,Y Center
ווגווד/הנשיא,EN,Wedgwood/HaNassi
ווטסון/חורב,EN,Watson/Horev
ווטסון/סורוקה,EN,Watson/Soroka
וולנברג 12,EN,Valenberg 12
וולנברג מול 28,EN,Valenberg mul 28
וולנברג/הארד,EN,Valenberg/Ha'arad
וולנברג/הברזל,EN,Valenberg/Habarzel
וולנברג/הנחושת,EN,Valenberg/Hanehoshet
וולפסון / עין גנים,EN,Wolfson/En Ganim
וולפסון /עין גנים,EN,Wolfson/En Ganim
וולפסון/הבנים,EN,Volfson/HaBanim
וולפסון/הנביאים,EN,Wolfson/HaNevi'im
וולפסון/הרב שלום שבזי,EN,Wolfson/HaRav Shalom Shabazi
וולפסון/יעקב קינמון,EN,Wolfson/Yaacov Kinamon
וולפסון/ירושלים,EN,Wolfson/Yerushalayim
וולפסון/לוטוס,EN,Wolfson/Lotus
וולפסון/מוריה,EN,Wolfson/Moriya
וולפסון/עירייה,EN,Wolfson/City Hall
וולפסון/קינמון,EN,Wolfson/Kinnamon
וולפסון/קפלן,EN,Wolfson/Kaplan
וולפסון/שד הר ציון,EN,Wolfson/Har Tsiyon Blvd
וולקני/יד ושם,EN,Volcani/Yad VaShem
וולקני/קוסובר,EN,Volcani/Kosover
וורבורג/אברבנאל,EN,Warburg/Abarbanel
וורבורג/הים התיכון,EN,Warburg/HaYaam HaTichon
וורבורג/התנאים,EN,Warburg/HaTana'im
וורבורג/התקומה,EN,Warburg/HaTkuma
וורבורג/יחיעם,EN,Warburg/Yehi'am
וורבורג/שטרן,EN,Warburg/Stern
ויזניץ,EN,Viznitz
וייסגל,EN,Weisgal
וייצמן,EN,Weizmann
וייצמן / בלפור,EN,Weizmann/Balfour
וייצמן / צבי ישי,EN,Weizmann/Tsvi Yishay
וייצמן /גורדון,EN,Weizmann/Gordon
'וייצמן א,EN,Weizmann A
'וייצמן ג,EN,Weizmann G
וייצמן ד,EN,Weizmann D
'וייצמן ו,EN,Weizmann V
וייצמן י,EN,Weizmann Y
וייצמן י"א,EN,Weizmann Yud-Alef
וייצמן י"ב,EN,Weizmann Yud-Bet
וייצמן/איכילוב,EN,Weizmann/Ichilov
וייצמן/אלה,EN,Weizmann/Ela
וייצמן/אלקלעי,EN,Weizmann/Elkalay
וייצמן/אנה פרנק,EN,Weizmann/Anne Frank
וייצמן/אשל,EN,Weizmann/Eshel
וייצמן/בית ספר וייצמן,EN,Weizmann/Weizmann School
וייצמן/בלפור,EN,Weizmann/Balfour
וייצמן/בן עמי,EN,Weizmann/Ben Ami
וייצמן/בר יהודה,EN,Weizmann/Bar Yehuda
וייצמן/גורדון,EN,Weizmann/Gordon
וייצמן/גמליאל,EN,Weizmann/Gamli'el
וייצמן/דוד אלעזר,EN,Weizmann/David Elazar
וייצמן/דוד נוי,EN,Weizmann/David Noy
וייצמן/האבות,EN,Weizmann/Ha'Avot
וייצמן/הגליל,EN,Weizman/HaGalil
וייצמן/החרש,EN,Weizmann/Haheresh
וייצמן/היבנר,EN,Weizmann/Hivner
וייצמן/המייסדים,EN,Weizmann/HaMeyasdim
וייצמן/המעפילים,EN,Weizmann/HaMa'apilim
וייצמן/הנפת הדגל,EN,Weizmann/Hanafat HaDegel
וייצמן/הנרייטה סאלד,EN,Weizmann/Henrietta Szold
וייצמן/הנרקיסים,EN,Weizmann/Hanarkissim
וייצמן/הסייפן,EN,Weizman/HaSaifan
וייצמן/העמקים,EN,Weizmann/Ha'Amakim
וייצמן/העצמאות,EN,Weizmann/Ha'Atsma'ut
וייצמן/הרב קוק,EN,Weizmann/HaRav Kook
וייצמן/הרמב"ם,EN,Weizmann/HaRambam
וייצמן/הרצוג,EN,Weizmann/Herzog
וייצמן/הרצל,EN,Weizmann/Herzl
וייצמן/השופטים,EN,Weizmann/HaShoftim
וייצמן/התע"ש,EN,Weizmann/HaTaas
וייצמן/זאב גלר,EN,Weizmann/Ze'ev Geler
וייצמן/חללי דקר,EN,Weizmann/Halale Dakar
וייצמן/יוסף טרומפלדור,EN,Weizmann/Yosef Trumpeldor
וייצמן/יטקובסקי אחים,EN,Weizmann/Yaktovski Brothers
וייצמן/יצחק רגר,EN,Weizmann/Yitzhak Rager
וייצמן/ירושלים,EN,Weizmann/Yerushalayim
וייצמן/ירושלים עיריה,EN,Weizmann/Jerusalem City Hall
וייצמן/ישורון,EN,Weizmann/Yeshurun
וייצמן/כצנלסון,EN,Weizmann/Katznelson
וייצמן/לילינבלום,EN,Weizmann/Lilienblum
וייצמן/מגדל,EN,Weizmann/Migdal
וייצמן/מנדלי מוכר ספרים,EN,Weizman/Mendele Mokher Sfarim
וייצמן/מעלה החורשה,EN,Weizmann/Ma'ale Hahorsha
וייצמן/מקס שטיינמץ,EN,Weizmann/Max Steinmetz
וייצמן/מרבד הקסמים,EN,Weizmann/Marvad Haksamim
וייצמן/מרגוע,EN,Weizmann/Margoa
וייצמן/מרדכי אנילביץ',EN,Weizmann/Mordechai Anielewicz
וייצמן/משה דיין,EN,Weizmann/Moshe Dayan
וייצמן/נורדאו,EN,Weizman/Nordau
וייצמן/נחל בשור,EN,Weizmann/Nahal Besor
וייצמן/נפתלי,EN,Weizmann/Naftali
וייצמן/סברדלוב,EN,Weizmann/Sverdlov
וייצמן/סוקולוב,EN,Weizmann/Sokolov
וייצמן/סילבר,EN,Weizmann/Silver
וייצמן/פינס,EN,Weizmann/Pines
וייצמן/קדושי מצרים,EN,Weizmann/Kdoshe Mitsrayim
וייצמן/קפלן,EN,Weizmann/Kaplan
וייצמן/קרן היסוד,EN,Weizmann/Keren HaYesod
וייצמן/רבקה גובר,EN,Weizmann/Rivka Guber
וייצמן/רוטשילד,EN,Weizmann/Rothschild
וייצמן/רימון,EN,Weizmann/Rimon
וייצמן/רמז,EN,Weizmann/Remez
וייצמן/רסקו,EN,Weizmann/Rassco
וייצמן/שבטי ישראל,EN,Weizmann/Shivte Israel
וייצמן/שד. הגעתון,EN,Weizmann/HaGa'aton Blvd
וייצמן/שדרות הגעתון,EN,Weizmann/HaGa'aton Boulevard
וייצמן/שידלובסקי,EN,Weizmann/Shidlovski
וייצמן/שלמה בן יוסף,EN,Weizmann/Shlomo Ben Yosef
וייצמן/שרת,EN,Weizmann/Sharett
וייצמן/ששת הימים,EN,Weizmann/Sheshet HaYamim
וייצמן/תבור,EN,Weizmann/Tavor
וילנסקי/לוין קיפניס,EN,Wilensky/Levin Kipnis
וינברג/דוד פנקס,EN,Weinberg/David Pinkas
וינגייט,EN,Wingate
וינגייט/ארלוזורוב,EN,Wingate/Arlozorov
וינגייט/ברוך קמין,EN,Wingate/Baruch Kamin
וינגייט/גולומב,EN,Wingate/Golomb
וינגייט/גוש עציון,EN,Wingate/Gush Etsyon
וינגייט/חביבה רייק,EN,Wingate/Khaviva Reik
וינגייט/חנה סנש,EN,Wingate/Hannah Szenes
וינגייט/לח"י,EN,Wingate/Lehi
וינגייט/מדינת היהודים,EN,Wingate/Medinat HaYehudim
וינגייט/קדושי השואה,EN,Wingate/Kdoshe HaShoa
וינגייט/קרן היסוד,EN,Wingate/Keren HaYesod
וינגייט/קרן יסוד,EN,Wingate/Keren Yesod
וינגייט/שד. התשעים ושלוש,EN,Wingate/HaTish'im VeShalosh Blvd
וינוגרד/זווין,EN,Winograd/Zevin
ויניק/גן זמסקי,EN,Vinik/Gan Zamski
וינר/פאר,EN,Weiner/Pe'er
וינשל/ולנברג,EN,Weinshall/Wallenberg
ויצמן / המעפילים,EN,Weizmann/HaMa'apilim
ויצמן / שד' רגר,EN,Weizmann/Rager Blvd
ויצמן הנשיא/מפתן,EN,Weizmann HaNassi/Miftan
ויצמן הנשיא/מקווה,EN,Weizmann HaNassi/Mikvah
ויצמן ויצו,EN,Weitzman-Wizo
ויצמן/בארי,EN,Weizmann/Be'eri
ויצמן/ביס.מפתן,EN,Weizmann/Miftan School
ויצמן/בר אילן,EN,Weizmann/Bar Ilan
ויצמן/גבעת שאול,EN,Weizmann/Giv'at Sha'ul
ויצמן/גייסות השריון,EN,Weizmann/Gaysot HaShiryon
ויצמן/גן הבנים,EN,Weizmann/Gan HaBanim
ויצמן/דולב,EN,Weizmann/Dolev
ויצמן/הבנים,EN,Weizmann/HaBanim
ויצמן/הברוש,EN,Weizmann/HaBrosh
ויצמן/ההסתדרות,EN,Weizmann/HaHistadrut
ויצמן/הלה,EN,Weizmann/HaLamed He
ויצמן/המאה ואחד,EN,Weizmann/HaMe'a Ve'Ehad
ויצמן/המשור,EN,Weizmann/Hamassor
ויצמן/הרצוג,EN,Weizmann/Herzog
ויצמן/השלושה,EN,Weizmann/HaShlosha
ויצמן/התע"ש,EN,Weizmann/HaTaas
ויצמן/זאב גלר,EN,Weizmann/Ze'ev Geller
ויצמן/ז'בוטינסקי,EN,Weizmann/Jabotinsky
ויצמן/ירושלים,EN,Weizmann/Yerushalayim
ויצמן/מגדל,EN,Weizmann/Migdal
ויצמן/מגן דוד אדום,EN,Weizmann – Magen David Adom
ויצמן/מרגולין,EN,Weizmann/Margolin
ויצמן/נרקיסים,EN,Weizmann/Narkisim
ויצמן/נתן אלבז,EN,Weizmann/Nathan Elbaz
